anchor_date,anchor_title,anchor_block,date,title_preview,block,cosine_similarity,same_block
2021-10-23,Sheffield Wednesday’s surprise decision on Marvin Johnson’s position explained | The Star。Sheffield Wednesday’s surprise decision on Marvin Johnson’s position explained Darren Moore raised a few eyebrows on Saturday afternoon when Marvin Jo…,59,2022-08-01,João Pedro strikes to give Watford winning start against Sheffield United | Championship | The Guardian。João Pedro’s second-half goal earned Watford a 1-0 victory over Sheffield United and ensured Rob Edwards’ side made a winning start to l…,160,0.7137261237637709,False
2021-10-23,Sheffield Wednesday’s surprise decision on Marvin Johnson’s position explained | The Star。Sheffield Wednesday’s surprise decision on Marvin Johnson’s position explained Darren Moore raised a few eyebrows on Saturday afternoon when Marvin Jo…,59,2024-01-08,"Jacksonville Jaguars eliminated from playoff race in 28-20 loss to Tennessee Titans。NASHVILLE, Tenn. (AP) — Trevor Lawrence called his own number on fourth-and-goal at the 1, stretching the ball out with the right arm that had him questiona…",20,0.7121083517435558,False
2021-10-23,Sheffield Wednesday’s surprise decision on Marvin Johnson’s position explained | The Star。Sheffield Wednesday’s surprise decision on Marvin Johnson’s position explained Darren Moore raised a few eyebrows on Saturday afternoon when Marvin Jo…,59,2025-03-30,"Harry McKay a chance to return for Carlton after playing in VFL scratch match | 7NEWS。Carlton spearhead Harry McKay is in the frame to return for Thursday night’s blockbuster against Collingwood. McKay, who missed the Round 2 clash against…",59,0.7045674609481944,True
2022-06-07,Porter County police seeking man in public indecency case | Crime and Courts | nwitimes.com。VALPARAISO — Porter County police are seeking help locating a 39-year-old man sought in connection with public indecency and domestic battery crimin…,181,2023-02-06,"30-year sentence for Harvey man who shot and killed ex-girlfriend's mother - NewsBreak。- New Orleans Saints Make Major New AdditionOnlyHomers - What is the maximum length of a Conex box?ShaunMurfeeyNew Orleans, LA - The richest person in Ne…",94,0.6725823694786535,False
2022-06-07,Porter County police seeking man in public indecency case | Crime and Courts | nwitimes.com。VALPARAISO — Porter County police are seeking help locating a 39-year-old man sought in connection with public indecency and domestic battery crimin…,181,2022-07-28,"Million-dollar bonds, multiple warrants issued for Lake Jackson homicide case。LAKE JACKSON, Texas — Homicide warrants were issued to multiple people over the murder of a Lake Jackson resident. The Lake Jackson Police Department reported Tue…",94,0.6508940073266782,False
2022-06-07,Porter County police seeking man in public indecency case | Crime and Courts | nwitimes.com。VALPARAISO — Porter County police are seeking help locating a 39-year-old man sought in connection with public indecency and domestic battery crimin…,181,2023-11-22,"Florence County deputies look for missing man who may have mental health issues | WBTW。FLORENCE COUNTY, S.C. (WBTW) — The Florence County Sheriff’s Office is looking for a man missing since Sunday night who may have mental health issues. Th…",165,0.624079227292068,False
2022-06-07,Porter County police seeking man in public indecency case | Crime and Courts | nwitimes.com。VALPARAISO — Porter County police are seeking help locating a 39-year-old man sought in connection with public indecency and domestic battery crimin…,181,2021-09-13,"Warton child abuse offences lead to Golborne company director jailed for 17 years | Blackpool Gazette。Warton child abuse offences lead to Golborne company director jailed for 17 years A paedophile has been jailed for 17 years, with a one ye…",102,0.623141433255491,False
2022-06-07,Porter County police seeking man in public indecency case | Crime and Courts | nwitimes.com。VALPARAISO — Porter County police are seeking help locating a 39-year-old man sought in connection with public indecency and domestic battery crimin…,181,2023-05-26,Who Is Andrew Bankhead? Ex-Cop Who Killed Cornelius McGee。Former Mississippi police officer Andrew Bankhead has been identified through social media as the man who shot and killed 15-year-old Cornelius McGee Jr. while he was running away af…,94,0.6117617769251275,False
2024-10-15,Tellor (TRB) Hits 24 Hour Trading Volume of $31.83 Million - Markets Daily。Tellor (TRB) traded 6.6% higher against the U.S. dollar during the 1-day period ending at 21:00 PM Eastern on October 14th. One Tellor token can now be bought for ab…,240,2022-05-25,Lith Token (LITH) Market Cap Reaches $4.33 Million - WKRB News。Lith Token (LITH) traded up 12.9% against the U.S. dollar during the twenty-four hour period ending at 0:00 AM Eastern on May 24th. One Lith Token coin can currently be bought f…,240,0.8301869913940517,True
2024-10-15,Tellor (TRB) Hits 24 Hour Trading Volume of $31.83 Million - Markets Daily。Tellor (TRB) traded 6.6% higher against the U.S. dollar during the 1-day period ending at 21:00 PM Eastern on October 14th. One Tellor token can now be bought for ab…,240,2022-04-03,"Hord Market Capitalization Achieves $5.37 Million (HORD) - ETF Daily News。Hord (HORD) traded 1.1% lower against the dollar during the one day period ending at 21:00 PM E.T. on April 2nd. Over the last week, Hord has traded up 18.9% against…",240,0.8191608358529132,True
2024-10-15,Tellor (TRB) Hits 24 Hour Trading Volume of $31.83 Million - Markets Daily。Tellor (TRB) traded 6.6% higher against the U.S. dollar during the 1-day period ending at 21:00 PM Eastern on October 14th. One Tellor token can now be bought for ab…,240,2024-01-12,"Wrapped Bitcoin (WBTC) Price Tops $46,030.70 - The AM Reporter。Wrapped Bitcoin (WBTC) traded 2.2% lower against the US dollar during the 24 hour period ending at 7:00 AM E.T. on January 12th. In the last seven days, Wrapped Bitcoin has trad…",240,0.8183359476098075,True
2024-10-15,Tellor (TRB) Hits 24 Hour Trading Volume of $31.83 Million - Markets Daily。Tellor (TRB) traded 6.6% higher against the U.S. dollar during the 1-day period ending at 21:00 PM Eastern on October 14th. One Tellor token can now be bought for ab…,240,2023-07-18,"Crypto.com Coin Market Capitalization Achieves $29.98 Million (CRO) - WKRB News。Crypto.com Coin (CRO) traded 1% higher against the U.S. dollar during the 1 day period ending at 22:00 PM ET on July 17th. In the last week, Crypto.com Coin has…",172,0.815298005105108,False
2024-10-15,Tellor (TRB) Hits 24 Hour Trading Volume of $31.83 Million - Markets Daily。Tellor (TRB) traded 6.6% higher against the U.S. dollar during the 1-day period ending at 21:00 PM Eastern on October 14th. One Tellor token can now be bought for ab…,240,2023-09-30,Revain (REV) Price Down 2.7% Over Last 7 Days - Community Financial News。Revain (REV) traded 1.6% higher against the U.S. dollar during the twenty-four hour period ending at 16:00 PM Eastern on September 30th. One Revain token can currently…,240,0.8124748821630586,True
2026-03-15,黃淑蔓重提「W大胸小三」指控 經歷不愉快感情唔再戀愛腦 | am730。黃淑蔓(Feanna)曾兩次創下叱咤樂壇流行榜紀錄；2015年14歲時，電影主題曲《差一點我們會飛》，令她成為史上最年輕的叱咤樂壇生力軍銅獎得主；到2019年18歲時，再憑首張專輯內的一首 《Dream My Dreams》成為最年輕的「專業推介 叱咤十大」歌手。然而，之後她決定赴英留學3年，至今暫與叱咤獎無緣。黃淑蔓為近日推出的第二張個人專輯《growth》接受雷霆881商業一台《星光背後》專訪，坦言專…,245,2023-02-09,The Grammys | GRAMMY.com。Photo: Robyn Beck/AFP via Getty Images video GRAMMY Rewind: Cardi B Gets Sentimental As She Accepts Her GRAMMY Award For Best Rap Album In 2019 Revisit Cardi B's emotional speech after she won her first-ever GRAMMY…,151,0.6546870336671179,False
2026-03-15,黃淑蔓重提「W大胸小三」指控 經歷不愉快感情唔再戀愛腦 | am730。黃淑蔓(Feanna)曾兩次創下叱咤樂壇流行榜紀錄；2015年14歲時，電影主題曲《差一點我們會飛》，令她成為史上最年輕的叱咤樂壇生力軍銅獎得主；到2019年18歲時，再憑首張專輯內的一首 《Dream My Dreams》成為最年輕的「專業推介 叱咤十大」歌手。然而，之後她決定赴英留學3年，至今暫與叱咤獎無緣。黃淑蔓為近日推出的第二張個人專輯《growth》接受雷霆881商業一台《星光背後》專訪，坦言專…,245,2024-08-05,"Katy Perry reveals her lookalike daughter Daisy's expensive taste in rare photo | HELLO!。Katy Perry is continuing to share droplets from her ongoing vacation through Europe with fiancé Orlando Bloom, daughter Daisy Dove Bloom, and other fri…",125,0.64253068829218,False
2026-03-15,黃淑蔓重提「W大胸小三」指控 經歷不愉快感情唔再戀愛腦 | am730。黃淑蔓(Feanna)曾兩次創下叱咤樂壇流行榜紀錄；2015年14歲時，電影主題曲《差一點我們會飛》，令她成為史上最年輕的叱咤樂壇生力軍銅獎得主；到2019年18歲時，再憑首張專輯內的一首 《Dream My Dreams》成為最年輕的「專業推介 叱咤十大」歌手。然而，之後她決定赴英留學3年，至今暫與叱咤獎無緣。黃淑蔓為近日推出的第二張個人專輯《growth》接受雷霆881商業一台《星光背後》專訪，坦言專…,245,2025-01-02,曾比特新一年望搵番下顎線 挑戰魏浚笙顏值｜即時新聞｜繽FUN星網｜on.cc東網。曾比特新一年望搵番下顎線 挑戰魏浚笙顏值 2025年01月02日 20:01 歌手曾比特立心求變，2025年誇下海口無論髮型、身形和音樂上會做多種不同嘗試，加入樂壇不經不覺踏入第5個年度，直言好想有個小改變，爆炸頭髮型一向是他的大標誌，對於髮型上如何變髮？他笑言：「要賣關子先，因為仲未諗到，可以試吓變，依家大家記得曾比特就係爆炸頭，可能我剃咗爆炸頭就唔記得我？好希望可以記得我。」 由去年11月起…,232,0.6262955654938358,False
2026-03-15,黃淑蔓重提「W大胸小三」指控 經歷不愉快感情唔再戀愛腦 | am730。黃淑蔓(Feanna)曾兩次創下叱咤樂壇流行榜紀錄；2015年14歲時，電影主題曲《差一點我們會飛》，令她成為史上最年輕的叱咤樂壇生力軍銅獎得主；到2019年18歲時，再憑首張專輯內的一首 《Dream My Dreams》成為最年輕的「專業推介 叱咤十大」歌手。然而，之後她決定赴英留學3年，至今暫與叱咤獎無緣。黃淑蔓為近日推出的第二張個人專輯《growth》接受雷霆881商業一台《星光背後》專訪，坦言專…,245,2024-04-19,51歲鄭秀文驚爆是「高齡產婦」深夜貼文解畫：親愛的歌迷們 不用疑問了 | am730。51歲天后鄭秀文（Sammi）上年確診新冠肺炎病癒，早前現身金像獎頒獎典禮擔任頒獎嘉賓，狀態大勇。近來，Sammi 積極為七月的演唱會備戰，日前她在社交網分享了一條綵排的片段，並透露自己年紀大，記舞步方便亦比較慢，有網民留言送上鼓勵表示：「記唔到，跳少d..見到你就夠！」怎料，Sammi 的回覆語出驚人：「真體貼我這位高齡產婦人士！」嚇窒一眾粉絲 Sammi 的回應惹起熱議，網民紛紛留言討論…,245,0.6238115297975786,True
2026-03-15,黃淑蔓重提「W大胸小三」指控 經歷不愉快感情唔再戀愛腦 | am730。黃淑蔓(Feanna)曾兩次創下叱咤樂壇流行榜紀錄；2015年14歲時，電影主題曲《差一點我們會飛》，令她成為史上最年輕的叱咤樂壇生力軍銅獎得主；到2019年18歲時，再憑首張專輯內的一首 《Dream My Dreams》成為最年輕的「專業推介 叱咤十大」歌手。然而，之後她決定赴英留學3年，至今暫與叱咤獎無緣。黃淑蔓為近日推出的第二張個人專輯《growth》接受雷霆881商業一台《星光背後》專訪，坦言專…,245,2021-11-18,"Inside Britney Spears's plans for her new freedom: from hopes of a baby girl to cutting off family from her £45m fortune。FINALLY free, Britney Spears has been busy making up for lost time. The 39-year-old singer was last Friday handed back…",39,0.6215497069239266,False
2024-10-17,'Expedite SLBC tunnel works': Telangana Minister Uttam。HYDERABAD: Irrigation Minister N Uttam Kumar Reddy on Wednesday directed the officials to expedite the Srisailam Left Bank Canal (SLBC) tunnel works on a war footing and to ensure that…,215,2026-07-07,"Boro moving forward with almost $1 million, 85% grant-funded study of Little Lott's Creek - Statesboro Herald。The city of Statesboro is set to move forward with a hydrologic and hydraulic study of the Little Lott’s Creek basin, by accepting…",35,0.6099379424068095,False
2024-10-17,'Expedite SLBC tunnel works': Telangana Minister Uttam。HYDERABAD: Irrigation Minister N Uttam Kumar Reddy on Wednesday directed the officials to expedite the Srisailam Left Bank Canal (SLBC) tunnel works on a war footing and to ensure that…,215,2025-08-24,"Odisha CM conducts aerial survey of flood-hit districts, extends free kitchen facility by week。Bhubaneswar, Jul 30 (PTI) Odisha Chief Minister Mohan Charan Majhi on Wednesday announced the extension of free kitchen facilities for flood-affe…",215,0.5988233282149525,True
2024-10-17,'Expedite SLBC tunnel works': Telangana Minister Uttam。HYDERABAD: Irrigation Minister N Uttam Kumar Reddy on Wednesday directed the officials to expedite the Srisailam Left Bank Canal (SLBC) tunnel works on a war footing and to ensure that…,215,2021-09-04,Progress on Wet’suwet’en rights and title slower than parties would have liked – Cloverdale Reporter。British Columbia’s minister of Indigenous relations and reconciliation says the progress on a memorandum of understanding signed last year…,145,0.5959578787333287,False
2024-10-17,'Expedite SLBC tunnel works': Telangana Minister Uttam。HYDERABAD: Irrigation Minister N Uttam Kumar Reddy on Wednesday directed the officials to expedite the Srisailam Left Bank Canal (SLBC) tunnel works on a war footing and to ensure that…,215,2023-04-11,Texas residents wait and watch as a sinkhole in their town grows。Getting swallowed up by the gaping maw of the ground beneath one's feet is the stuff of nightmares. And it is what's happening — again — in the small Texas town of Daisetta. A…,215,0.5928191904682546,True
2024-10-17,'Expedite SLBC tunnel works': Telangana Minister Uttam。HYDERABAD: Irrigation Minister N Uttam Kumar Reddy on Wednesday directed the officials to expedite the Srisailam Left Bank Canal (SLBC) tunnel works on a war footing and to ensure that…,215,2021-11-06,TN Minister inspects Mullaperiyar Dam following Kerala's concerns about its safety | Headlines。TN Minister inspects Mullaperiyar Dam following Kerala's concerns about its safety Tamil Nadu Water Resources Minister Durai Murugan inspected Mu…,215,0.5775086350611671,True
2025-05-17,Listen Why John Bolton thinks Trump lost Syria for lifting penalties - ExBulletin。John Bolton's former Trump's national security advisor thinks that President Donald Trump was very fast to lift sanctions against Syria after meeting the Pres…,130,2025-05-17,"Zelensky says Putin 'feared' ceasefire to come to Turkey - ExBulletin。Vladimir Putin Russian president Volodymyr Zelensky or Vladimir Putin did not participate in peace talks after days of confusion. At a meeting in Albania, Zelensky said P…",130,0.9654028385012129,True
2025-05-17,Listen Why John Bolton thinks Trump lost Syria for lifting penalties - ExBulletin。John Bolton's former Trump's national security advisor thinks that President Donald Trump was very fast to lift sanctions against Syria after meeting the Pres…,130,2025-04-18,Two small studies show how stem cells can help treat Parkinson's disease - ExBulletin。Two new studies suggest that stem cells are closer to helping people with Parkinson's disease. The result is a victory for scientists who have spent decad…,130,0.9635919764957032,True
2025-05-17,Listen Why John Bolton thinks Trump lost Syria for lifting penalties - ExBulletin。John Bolton's former Trump's national security advisor thinks that President Donald Trump was very fast to lift sanctions against Syria after meeting the Pres…,130,2025-05-17,"Firefighters give emotional expression - ExBulletin。Two firefighters and public affiliate killed in a large fire in a former RAF base of Oxfordshire, now it's a business park.[Harpidetu: [Subscribe: https://bit.ly/c4_news_subscribe] The fir…",130,0.9337713064341298,True
2025-05-17,Listen Why John Bolton thinks Trump lost Syria for lifting penalties - ExBulletin。John Bolton's former Trump's national security advisor thinks that President Donald Trump was very fast to lift sanctions against Syria after meeting the Pres…,130,2022-12-24,"Toronto store in operation since 1985 closes - ExBulletin。A store that has been in business for nearly 40 years in Toronto is closing, with a large “store closing” sign in the window. LaManna fashion for men at2223 Queen St. E. currently ha…",130,0.9169011663513265,True
2025-05-17,Listen Why John Bolton thinks Trump lost Syria for lifting penalties - ExBulletin。John Bolton's former Trump's national security advisor thinks that President Donald Trump was very fast to lift sanctions against Syria after meeting the Pres…,130,2023-01-29,"Boris Johnson's taxpayer-funded publicity trip to Ukraine: his latest scandal - ExBulletin。Last weekend, Rishi Sunak failed to wear his seat belt in the back seat of a moving vehicle, an offense punishable by a $125 fine. In doing so, he be…",130,0.9074223872630718,True
2026-05-03,Turkey Cracks Down on May Day — What Africa Must Learn | panapress.org。Turkish police detained more than 500 demonstrators during May Day rallies across Turkey. The crackdown targeted workers in Istanbul and Ankara who demanded better wages…,214,2024-04-01,"In a setback to Turkey's Erdogan, opposition makes huge gains in local election。ANKARA, Turkey — Turkey's main opposition party retained its control over key cities and made huge gains elsewhere in Sunday's local elections, in a major upset…",230,0.681148506785697,False
2026-05-03,Turkey Cracks Down on May Day — What Africa Must Learn | panapress.org。Turkish police detained more than 500 demonstrators during May Day rallies across Turkey. The crackdown targeted workers in Istanbul and Ankara who demanded better wages…,214,2023-10-05,"Some 50 European leaders are to stress their support for Ukraine at a meeting in Spain – KIRO 7 News Seattle。GRANADA, Spain — (AP) — Some 50 European leaders are gathering in southern Spain's Granada on Thursday to stress they that they sta…",208,0.6287972098858903,False
2026-05-03,Turkey Cracks Down on May Day — What Africa Must Learn | panapress.org。Turkish police detained more than 500 demonstrators during May Day rallies across Turkey. The crackdown targeted workers in Istanbul and Ankara who demanded better wages…,214,2024-07-28,"Erdogan, Assad To Hold Meeting Next Month: Report - Iran Front Page。The Turkish-language daily newspaper Türkiye, citing government sources, reported on Saturday that the two heads of state will likely meet sometime in August at the Yaylada…",45,0.6011333077192951,False
2026-05-03,Turkey Cracks Down on May Day — What Africa Must Learn | panapress.org。Turkish police detained more than 500 demonstrators during May Day rallies across Turkey. The crackdown targeted workers in Istanbul and Ankara who demanded better wages…,214,2023-09-22,"EU Commission Prepares to Recommend Ukraine Membership Talks。(Bloomberg) -- The European Union’s executive arm is preparing to recommend starting membership talks with Ukraine in earnest, offering a boost to Kyiv as it seeks to ensure that…",208,0.5860898198014759,False
2026-05-03,Turkey Cracks Down on May Day — What Africa Must Learn | panapress.org。Turkish police detained more than 500 demonstrators during May Day rallies across Turkey. The crackdown targeted workers in Istanbul and Ankara who demanded better wages…,214,2021-09-12,"Turkey talks with UN over returning Syrian refugees。ISTANBUL (AP) — Turkey is working with the UN’s refugee agency to repatriate Syrians to their home country, the Turkish foreign minister said Sunday. His comments are at odds with the UNHC…",225,0.5796599225714926,False
